,ImgPageLineNum,ImgPageNum,LineImageFile,LineText,LineTextFile,OCRAccuracy,ReviewComplete,StartBook,StartChapter,StartVerse,Valid
988,7,26,greek1516_Page_026_Line7.tif,,,,False,,,,True
989,8,26,greek1516_Page_026_Line8.tif,,,,False,,,,True
990,9,26,greek1516_Page_026_Line9.tif,,,,False,,,,True
991,10,26,greek1516_Page_026_Line10.tif,,,,False,,,,True
992,11,26,greek1516_Page_026_Line11.tif,,,,False,,,,True
993,12,26,greek1516_Page_026_Line12.tif,,,,False,,,,True
994,13,26,greek1516_Page_026_Line13.tif,,,,False,,,,True
995,14,26,greek1516_Page_026_Line14.tif,,,,False,,,,True
996,15,26,greek1516_Page_026_Line15.tif,,,,False,,,,True
997,16,26,greek1516_Page_026_Line16.tif,,,,False,,,,True
998,17,26,greek1516_Page_026_Line17.tif,,,,False,,,,True
999,18,26,greek1516_Page_026_Line18.tif,,,,False,,,,True
1000,19,26,greek1516_Page_026_Line19.tif,,,,False,,,,True
1001,20,26,greek1516_Page_026_Line20.tif,,,,False,,,,True
1002,21,26,greek1516_Page_026_Line21.tif,,,,False,,,,True
1003,22,26,greek1516_Page_026_Line22.tif,,,,False,,,,True
1004,23,26,greek1516_Page_026_Line23.tif,,,,False,,,,True
1005,24,26,greek1516_Page_026_Line24.tif,,,,False,,,,True
1006,25,26,greek1516_Page_026_Line25.tif,,,,False,,,,True
1007,26,26,greek1516_Page_026_Line26.tif,,,,False,,,,True
1008,27,26,greek1516_Page_026_Line27.tif,,,,False,,,,True
1009,28,26,greek1516_Page_026_Line28.tif,,,,False,,,,True
1010,29,26,greek1516_Page_026_Line29.tif,,,,False,,,,True
1011,30,26,greek1516_Page_026_Line30.tif,,,,False,,,,True
1012,31,26,greek1516_Page_026_Line31.tif,,,,False,,,,True
1013,32,26,greek1516_Page_026_Line32.tif,,,,False,,,,True
1014,33,26,greek1516_Page_026_Line33.tif,,,,False,,,,True
1015,34,26,greek1516_Page_026_Line34.tif,,,,False,,,,True
1016,35,26,greek1516_Page_026_Line35.tif,,,,False,,,,True
1017,36,26,greek1516_Page_026_Line36.tif,,,,False,,,,True
1018,37,26,greek1516_Page_026_Line37.tif,,,,False,,,,True
1019,38,26,greek1516_Page_026_Line38.tif,,,,False,,,,True
1020,39,26,greek1516_Page_026_Line39.tif,,,,False,,,,True
1021,40,26,greek1516_Page_026_Line40.tif,,,,False,,,,True
1022,1,27,greek1516_Page_027_Line1.tif,,,,False,,,,True
1023,2,27,greek1516_Page_027_Line2.tif,,,,False,,,,True
1024,3,27,greek1516_Page_027_Line3.tif,,,,False,,,,True
1025,4,27,greek1516_Page_027_Line4.tif,,,,False,,,,True
1026,5,27,greek1516_Page_027_Line5.tif,,,,False,,,,True
1027,6,27,greek1516_Page_027_Line6.tif,,,,False,,,,True
1028,7,27,greek1516_Page_027_Line7.tif,,,,False,,,,True
1029,8,27,greek1516_Page_027_Line8.tif,,,,False,,,,True
1030,9,27,greek1516_Page_027_Line9.tif,,,,False,,,,True
1031,10,27,greek1516_Page_027_Line10.tif,,,,False,,,,True
1032,11,27,greek1516_Page_027_Line11.tif,,,,False,,,,True
1033,12,27,greek1516_Page_027_Line12.tif,,,,False,,,,True
1034,13,27,greek1516_Page_027_Line13.tif,,,,False,,,,True
1035,14,27,greek1516_Page_027_Line14.tif,,,,False,,,,True
1036,15,27,greek1516_Page_027_Line15.tif,,,,False,,,,True
1037,16,27,greek1516_Page_027_Line16.tif,,,,False,,,,True
1038,17,27,greek1516_Page_027_Line17.tif,,,,False,,,,True
1039,18,27,greek1516_Page_027_Line18.tif,,,,False,,,,True
1040,19,27,greek1516_Page_027_Line19.tif,,,,False,,,,True
1041,20,27,greek1516_Page_027_Line20.tif,,,,False,,,,True
1042,21,27,greek1516_Page_027_Line21.tif,,,,False,,,,True
1043,22,27,greek1516_Page_027_Line22.tif,,,,False,,,,True
1044,23,27,greek1516_Page_027_Line23.tif,,,,False,,,,True
1045,24,27,greek1516_Page_027_Line24.tif,,,,False,,,,True
1046,25,27,greek1516_Page_027_Line25.tif,,,,False,,,,True
1047,26,27,greek1516_Page_027_Line26.tif,,,,False,,,,True
1048,27,27,greek1516_Page_027_Line27.tif,,,,False,,,,True
1049,28,27,greek1516_Page_027_Line28.tif,,,,False,,,,True
1050,29,27,greek1516_Page_027_Line29.tif,,,,False,,,,True
1051,30,27,greek1516_Page_027_Line30.tif,,,,False,,,,True
1052,31,27,greek1516_Page_027_Line31.tif,,,,False,,,,True
1053,32,27,greek1516_Page_027_Line32.tif,,,,False,,,,True
1054,33,27,greek1516_Page_027_Line33.tif,,,,False,,,,True
1055,34,27,greek1516_Page_027_Line34.tif,,,,False,,,,True
1056,35,27,greek1516_Page_027_Line35.tif,,,,False,,,,True
1057,36,27,greek1516_Page_027_Line36.tif,,,,False,,,,True
1058,37,27,greek1516_Page_027_Line37.tif,,,,False,,,,True
1059,38,27,greek1516_Page_027_Line38.tif,,,,False,,,,True
1060,1,28,greek1516_Page_028_Line1.tif,,,,False,,,,True
1061,2,28,greek1516_Page_028_Line2.tif,,,,False,,,,True
1062,3,28,greek1516_Page_028_Line3.tif,,,,False,,,,True
1063,4,28,greek1516_Page_028_Line4.tif,,,,False,,,,True
1064,5,28,greek1516_Page_028_Line5.tif,,,,False,,,,True
1065,6,28,greek1516_Page_028_Line6.tif,,,,False,,,,True
1066,7,28,greek1516_Page_028_Line7.tif,,,,False,,,,True
1067,8,28,greek1516_Page_028_Line8.tif,,,,False,,,,True
1068,9,28,greek1516_Page_028_Line9.tif,,,,False,,,,True
1069,10,28,greek1516_Page_028_Line10.tif,,,,False,,,,True
1070,11,28,greek1516_Page_028_Line11.tif,,,,False,,,,True
1071,12,28,greek1516_Page_028_Line12.tif,,,,False,,,,True
1072,13,28,greek1516_Page_028_Line13.tif,,,,False,,,,True
1073,14,28,greek1516_Page_028_Line14.tif,,,,False,,,,True
1074,15,28,greek1516_Page_028_Line15.tif,,,,False,,,,True
1075,16,28,greek1516_Page_028_Line16.tif,,,,False,,,,True
1076,17,28,greek1516_Page_028_Line17.tif,,,,False,,,,True
1077,18,28,greek1516_Page_028_Line18.tif,,,,False,,,,True
1078,19,28,greek1516_Page_028_Line19.tif,,,,False,,,,True
1079,20,28,greek1516_Page_028_Line20.tif,,,,False,,,,True
1080,21,28,greek1516_Page_028_Line21.tif,,,,False,,,,True
1081,22,28,greek1516_Page_028_Line22.tif,,,,False,,,,True
1082,23,28,greek1516_Page_028_Line23.tif,,,,False,,,,True
1083,24,28,greek1516_Page_028_Line24.tif,,,,False,,,,True
1084,25,28,greek1516_Page_028_Line25.tif,,,,False,,,,True
1085,26,28,greek1516_Page_028_Line26.tif,,,,False,,,,True
1086,27,28,greek1516_Page_028_Line27.tif,,,,False,,,,True
1087,28,28,greek1516_Page_028_Line28.tif,,,,False,,,,True
1088,29,28,greek1516_Page_028_Line29.tif,,,,False,,,,True
1089,30,28,greek1516_Page_028_Line30.tif,,,,False,,,,True
1090,31,28,greek1516_Page_028_Line31.tif,,,,False,,,,True
1091,32,28,greek1516_Page_028_Line32.tif,,,,False,,,,True
1092,33,28,greek1516_Page_028_Line33.tif,,,,False,,,,True
1093,34,28,greek1516_Page_028_Line34.tif,,,,False,,,,True
1094,35,28,greek1516_Page_028_Line35.tif,,,,False,,,,True
1095,36,28,greek1516_Page_028_Line36.tif,,,,False,,,,True
1096,37,28,greek1516_Page_028_Line37.tif,,,,False,,,,True
1097,1,29,greek1516_Page_029_Line1.tif,,,,False,,,,True
1098,2,29,greek1516_Page_029_Line2.tif,,,,False,,,,True
1099,3,29,greek1516_Page_029_Line3.tif,,,,False,,,,True
1100,4,29,greek1516_Page_029_Line4.tif,,,,False,,,,True
1101,5,29,greek1516_Page_029_Line5.tif,,,,False,,,,True
1102,6,29,greek1516_Page_029_Line6.tif,,,,False,,,,True
1103,7,29,greek1516_Page_029_Line7.tif,,,,False,,,,True
1104,8,29,greek1516_Page_029_Line8.tif,,,,False,,,,True
1105,9,29,greek1516_Page_029_Line9.tif,,,,False,,,,True
1106,10,29,greek1516_Page_029_Line10.tif,,,,False,,,,True
1107,11,29,greek1516_Page_029_Line11.tif,,,,False,,,,True
1108,12,29,greek1516_Page_029_Line12.tif,,,,False,,,,True
1109,13,29,greek1516_Page_029_Line13.tif,,,,False,,,,True
1110,14,29,greek1516_Page_029_Line14.tif,,,,False,,,,True
1111,15,29,greek1516_Page_029_Line15.tif,,,,False,,,,True
1112,16,29,greek1516_Page_029_Line16.tif,,,,False,,,,True
1113,17,29,greek1516_Page_029_Line17.tif,,,,False,,,,True
1114,18,29,greek1516_Page_029_Line18.tif,,,,False,,,,True
1115,19,29,greek1516_Page_029_Line19.tif,,,,False,,,,True
1116,20,29,greek1516_Page_029_Line20.tif,,,,False,,,,True
1117,21,29,greek1516_Page_029_Line21.tif,,,,False,,,,True
1118,22,29,greek1516_Page_029_Line22.tif,,,,False,,,,True
1119,23,29,greek1516_Page_029_Line23.tif,,,,False,,,,True
1120,24,29,greek1516_Page_029_Line24.tif,,,,False,,,,True
1121,25,29,greek1516_Page_029_Line25.tif,,,,False,,,,True
1122,26,29,greek1516_Page_029_Line26.tif,,,,False,,,,True
1123,27,29,greek1516_Page_029_Line27.tif,,,,False,,,,True
1124,28,29,greek1516_Page_029_Line28.tif,,,,False,,,,True
1125,29,29,greek1516_Page_029_Line29.tif,,,,False,,,,True
1126,30,29,greek1516_Page_029_Line30.tif,,,,False,,,,True
1127,31,29,greek1516_Page_029_Line31.tif,,,,False,,,,True
1128,32,29,greek1516_Page_029_Line32.tif,,,,False,,,,True
1129,33,29,greek1516_Page_029_Line33.tif,,,,False,,,,True
1130,34,29,greek1516_Page_029_Line34.tif,,,,False,,,,True
1131,35,29,greek1516_Page_029_Line35.tif,,,,False,,,,True
1132,36,29,greek1516_Page_029_Line36.tif,,,,False,,,,True
1133,37,29,greek1516_Page_029_Line37.tif,,,,False,,,,True
1134,38,29,greek1516_Page_029_Line38.tif,,,,False,,,,True
1135,39,29,greek1516_Page_029_Line39.tif,,,,False,,,,True
1136,1,30,greek1516_Page_030_Line1.tif,,,,False,,,,True
1137,2,30,greek1516_Page_030_Line2.tif,,,,False,,,,True
1138,3,30,greek1516_Page_030_Line3.tif,,,,False,,,,True
1139,4,30,greek1516_Page_030_Line4.tif,,,,False,,,,True
1140,5,30,greek1516_Page_030_Line5.tif,,,,False,,,,True
1141,6,30,greek1516_Page_030_Line6.tif,,,,False,,,,True
1142,7,30,greek1516_Page_030_Line7.tif,,,,False,,,,True
1143,8,30,greek1516_Page_030_Line8.tif,,,,False,,,,True
1144,9,30,greek1516_Page_030_Line9.tif,,,,False,,,,True
1145,10,30,greek1516_Page_030_Line10.tif,,,,False,,,,True
1146,11,30,greek1516_Page_030_Line11.tif,,,,False,,,,True
1147,12,30,greek1516_Page_030_Line12.tif,,,,False,,,,True
1148,13,30,greek1516_Page_030_Line13.tif,,,,False,,,,True
1149,14,30,greek1516_Page_030_Line14.tif,,,,False,,,,True
1150,15,30,greek1516_Page_030_Line15.tif,,,,False,,,,True
1151,16,30,greek1516_Page_030_Line16.tif,,,,False,,,,True
1152,17,30,greek1516_Page_030_Line17.tif,,,,False,,,,True
1153,18,30,greek1516_Page_030_Line18.tif,,,,False,,,,True
1154,19,30,greek1516_Page_030_Line19.tif,,,,False,,,,True
1155,20,30,greek1516_Page_030_Line20.tif,,,,False,,,,True
1156,21,30,greek1516_Page_030_Line21.tif,,,,False,,,,True
1157,22,30,greek1516_Page_030_Line22.tif,,,,False,,,,True
1158,23,30,greek1516_Page_030_Line23.tif,,,,False,,,,True
1159,24,30,greek1516_Page_030_Line24.tif,,,,False,,,,True
1160,25,30,greek1516_Page_030_Line25.tif,,,,False,,,,True
1161,26,30,greek1516_Page_030_Line26.tif,,,,False,,,,True
1162,27,30,greek1516_Page_030_Line27.tif,,,,False,,,,True
1163,28,30,greek1516_Page_030_Line28.tif,,,,False,,,,True
1164,29,30,greek1516_Page_030_Line29.tif,,,,False,,,,True
1165,30,30,greek1516_Page_030_Line30.tif,,,,False,,,,True
1166,31,30,greek1516_Page_030_Line31.tif,,,,False,,,,True
1167,32,30,greek1516_Page_030_Line32.tif,,,,False,,,,True
1168,33,30,greek1516_Page_030_Line33.tif,,,,False,,,,True
1169,34,30,greek1516_Page_030_Line34.tif,,,,False,,,,True
1170,35,30,greek1516_Page_030_Line35.tif,,,,False,,,,True
1171,36,30,greek1516_Page_030_Line36.tif,,,,False,,,,True
1172,37,30,greek1516_Page_030_Line37.tif,,,,False,,,,True
1173,38,30,greek1516_Page_030_Line38.tif,,,,False,,,,True
1174,39,30,greek1516_Page_030_Line39.tif,,,,False,,,,True
1175,1,31,greek1516_Page_031_Line1.tif,,,,False,,,,True
1176,2,31,greek1516_Page_031_Line2.tif,,,,False,,,,True
1177,3,31,greek1516_Page_031_Line3.tif,,,,False,,,,True
1178,4,31,greek1516_Page_031_Line4.tif,,,,False,,,,True
1179,5,31,greek1516_Page_031_Line5.tif,,,,False,,,,True
1180,6,31,greek1516_Page_031_Line6.tif,,,,False,,,,True
1181,7,31,greek1516_Page_031_Line7.tif,,,,False,,,,True
1182,8,31,greek1516_Page_031_Line8.tif,,,,False,,,,True
1183,9,31,greek1516_Page_031_Line9.tif,,,,False,,,,True
1184,10,31,greek1516_Page_031_Line10.tif,,,,False,,,,True
1185,11,31,greek1516_Page_031_Line11.tif,,,,False,,,,True
1186,12,31,greek1516_Page_031_Line12.tif,,,,False,,,,True
1187,13,31,greek1516_Page_031_Line13.tif,,,,False,,,,True
1188,14,31,greek1516_Page_031_Line14.tif,,,,False,,,,True
1189,15,31,greek1516_Page_031_Line15.tif,,,,False,,,,True
1190,16,31,greek1516_Page_031_Line16.tif,,,,False,,,,True
1191,17,31,greek1516_Page_031_Line17.tif,,,,False,,,,True
1192,18,31,greek1516_Page_031_Line18.tif,,,,False,,,,True
1193,19,31,greek1516_Page_031_Line19.tif,,,,False,,,,True
1194,20,31,greek1516_Page_031_Line20.tif,,,,False,,,,True
1195,21,31,greek1516_Page_031_Line21.tif,,,,False,,,,True
1196,22,31,greek1516_Page_031_Line22.tif,,,,False,,,,True
1197,23,31,greek1516_Page_031_Line23.tif,,,,False,,,,True
1198,24,31,greek1516_Page_031_Line24.tif,,,,False,,,,True
1199,25,31,greek1516_Page_031_Line25.tif,,,,False,,,,True
1200,26,31,greek1516_Page_031_Line26.tif,,,,False,,,,True
1201,27,31,greek1516_Page_031_Line27.tif,,,,False,,,,True
1202,28,31,greek1516_Page_031_Line28.tif,,,,False,,,,True
1203,29,31,greek1516_Page_031_Line29.tif,,,,False,,,,True
1204,30,31,greek1516_Page_031_Line30.tif,,,,False,,,,True
1205,31,31,greek1516_Page_031_Line31.tif,,,,False,,,,True
1206,32,31,greek1516_Page_031_Line32.tif,,,,False,,,,True
1207,33,31,greek1516_Page_031_Line33.tif,,,,False,,,,True
1208,34,31,greek1516_Page_031_Line34.tif,,,,False,,,,True
1209,35,31,greek1516_Page_031_Line35.tif,,,,False,,,,True
1210,36,31,greek1516_Page_031_Line36.tif,,,,False,,,,True
1211,37,31,greek1516_Page_031_Line37.tif,,,,False,,,,True
1212,38,31,greek1516_Page_031_Line38.tif,,,,False,,,,True
1213,1,32,greek1516_Page_032_Line1.tif,,,,False,,,,True
1214,2,32,greek1516_Page_032_Line2.tif,,,,False,,,,True
1215,3,32,greek1516_Page_032_Line3.tif,,,,False,,,,True
1216,4,32,greek1516_Page_032_Line4.tif,,,,False,,,,True
1217,5,32,greek1516_Page_032_Line5.tif,,,,False,,,,True
1218,6,32,greek1516_Page_032_Line6.tif,,,,False,,,,True
1219,7,32,greek1516_Page_032_Line7.tif,,,,False,,,,True
1220,8,32,greek1516_Page_032_Line8.tif,,,,False,,,,True
1221,9,32,greek1516_Page_032_Line9.tif,,,,False,,,,True
1222,10,32,greek1516_Page_032_Line10.tif,,,,False,,,,True
1223,11,32,greek1516_Page_032_Line11.tif,,,,False,,,,True
1224,12,32,greek1516_Page_032_Line12.tif,,,,False,,,,True
1225,13,32,greek1516_Page_032_Line13.tif,,,,False,,,,True
1226,14,32,greek1516_Page_032_Line14.tif,,,,False,,,,True
1227,15,32,greek1516_Page_032_Line15.tif,,,,False,,,,True
1228,16,32,greek1516_Page_032_Line16.tif,,,,False,,,,True
1229,17,32,greek1516_Page_032_Line17.tif,,,,False,,,,True
1230,18,32,greek1516_Page_032_Line18.tif,,,,False,,,,True
1231,19,32,greek1516_Page_032_Line19.tif,,,,False,,,,True
1232,20,32,greek1516_Page_032_Line20.tif,,,,False,,,,True
1233,21,32,greek1516_Page_032_Line21.tif,,,,False,,,,True
1234,22,32,greek1516_Page_032_Line22.tif,,,,False,,,,True
1235,23,32,greek1516_Page_032_Line23.tif,,,,False,,,,True
1236,24,32,greek1516_Page_032_Line24.tif,,,,False,,,,True
1237,25,32,greek1516_Page_032_Line25.tif,,,,False,,,,True
1238,26,32,greek1516_Page_032_Line26.tif,,,,False,,,,True
1239,27,32,greek1516_Page_032_Line27.tif,,,,False,,,,True
1240,28,32,greek1516_Page_032_Line28.tif,,,,False,,,,True
1241,29,32,greek1516_Page_032_Line29.tif,,,,False,,,,True
1242,30,32,greek1516_Page_032_Line30.tif,,,,False,,,,True
1243,31,32,greek1516_Page_032_Line31.tif,,,,False,,,,True
1244,32,32,greek1516_Page_032_Line32.tif,,,,False,,,,True
1245,33,32,greek1516_Page_032_Line33.tif,,,,False,,,,True
1246,34,32,greek1516_Page_032_Line34.tif,,,,False,,,,True
1247,35,32,greek1516_Page_032_Line35.tif,,,,False,,,,True
1248,36,32,greek1516_Page_032_Line36.tif,,,,False,,,,True
1249,37,32,greek1516_Page_032_Line37.tif,,,,False,,,,True
1250,38,32,greek1516_Page_032_Line38.tif,,,,False,,,,True
1251,39,32,greek1516_Page_032_Line39.tif,,,,False,,,,True
1252,1,33,greek1516_Page_033_Line1.tif,,,,False,,,,True
1253,2,33,greek1516_Page_033_Line2.tif,,,,False,,,,True
1254,3,33,greek1516_Page_033_Line3.tif,,,,False,,,,True
1255,4,33,greek1516_Page_033_Line4.tif,,,,False,,,,True
1256,5,33,greek1516_Page_033_Line5.tif,,,,False,,,,True
1257,6,33,greek1516_Page_033_Line6.tif,,,,False,,,,True
1258,7,33,greek1516_Page_033_Line7.tif,,,,False,,,,True
1259,8,33,greek1516_Page_033_Line8.tif,,,,False,,,,True
1260,9,33,greek1516_Page_033_Line9.tif,,,,False,,,,True
1261,10,33,greek1516_Page_033_Line10.tif,,,,False,,,,True
1262,11,33,greek1516_Page_033_Line11.tif,,,,False,,,,True
1263,12,33,greek1516_Page_033_Line12.tif,,,,False,,,,True
1264,13,33,greek1516_Page_033_Line13.tif,,,,False,,,,True
1265,14,33,greek1516_Page_033_Line14.tif,,,,False,,,,True
1266,15,33,greek1516_Page_033_Line15.tif,,,,False,,,,True
1267,16,33,greek1516_Page_033_Line16.tif,,,,False,,,,True
1268,17,33,greek1516_Page_033_Line17.tif,,,,False,,,,True
1269,18,33,greek1516_Page_033_Line18.tif,,,,False,,,,True
1270,19,33,greek1516_Page_033_Line19.tif,,,,False,,,,True
1271,20,33,greek1516_Page_033_Line20.tif,,,,False,,,,True
1272,21,33,greek1516_Page_033_Line21.tif,,,,False,,,,True
1273,22,33,greek1516_Page_033_Line22.tif,,,,False,,,,True
1274,23,33,greek1516_Page_033_Line23.tif,,,,False,,,,True
1275,24,33,greek1516_Page_033_Line24.tif,,,,False,,,,True
1276,25,33,greek1516_Page_033_Line25.tif,,,,False,,,,True
1277,26,33,greek1516_Page_033_Line26.tif,,,,False,,,,True
1278,27,33,greek1516_Page_033_Line27.tif,,,,False,,,,True
1279,28,33,greek1516_Page_033_Line28.tif,,,,False,,,,True
1280,29,33,greek1516_Page_033_Line29.tif,,,,False,,,,True
1281,30,33,greek1516_Page_033_Line30.tif,,,,False,,,,True
1282,31,33,greek1516_Page_033_Line31.tif,,,,False,,,,True
1283,32,33,greek1516_Page_033_Line32.tif,,,,False,,,,True
1284,33,33,greek1516_Page_033_Line33.tif,,,,False,,,,True
1285,34,33,greek1516_Page_033_Line34.tif,,,,False,,,,True
1286,35,33,greek1516_Page_033_Line35.tif,,,,False,,,,True
1287,36,33,greek1516_Page_033_Line36.tif,,,,False,,,,True
1288,37,33,greek1516_Page_033_Line37.tif,,,,False,,,,True
1289,38,33,greek1516_Page_033_Line38.tif,,,,False,,,,True
1290,1,34,greek1516_Page_034_Line1.tif,,,,False,,,,True
1291,2,34,greek1516_Page_034_Line2.tif,,,,False,,,,True
1292,3,34,greek1516_Page_034_Line3.tif,,,,False,,,,True
1293,4,34,greek1516_Page_034_Line4.tif,,,,False,,,,True
1294,5,34,greek1516_Page_034_Line5.tif,,,,False,,,,True
1295,6,34,greek1516_Page_034_Line6.tif,,,,False,,,,True
1296,7,34,greek1516_Page_034_Line7.tif,,,,False,,,,True
1297,8,34,greek1516_Page_034_Line8.tif,,,,False,,,,True
1298,9,34,greek1516_Page_034_Line9.tif,,,,False,,,,True
1299,10,34,greek1516_Page_034_Line10.tif,,,,False,,,,True
1300,11,34,greek1516_Page_034_Line11.tif,,,,False,,,,True
1301,12,34,greek1516_Page_034_Line12.tif,,,,False,,,,True
1302,13,34,greek1516_Page_034_Line13.tif,,,,False,,,,True
1303,14,34,greek1516_Page_034_Line14.tif,,,,False,,,,True
1304,15,34,greek1516_Page_034_Line15.tif,,,,False,,,,True
1305,16,34,greek1516_Page_034_Line16.tif,,,,False,,,,True
1306,17,34,greek1516_Page_034_Line17.tif,,,,False,,,,True
1307,18,34,greek1516_Page_034_Line18.tif,,,,False,,,,True
1308,19,34,greek1516_Page_034_Line19.tif,,,,False,,,,True
1309,20,34,greek1516_Page_034_Line20.tif,,,,False,,,,True
1310,21,34,greek1516_Page_034_Line21.tif,,,,False,,,,True
1311,22,34,greek1516_Page_034_Line22.tif,,,,False,,,,True
1312,23,34,greek1516_Page_034_Line23.tif,,,,False,,,,True
1313,24,34,greek1516_Page_034_Line24.tif,,,,False,,,,True
1314,25,34,greek1516_Page_034_Line25.tif,,,,False,,,,True
1315,26,34,greek1516_Page_034_Line26.tif,,,,False,,,,True
1316,27,34,greek1516_Page_034_Line27.tif,,,,False,,,,True
1317,28,34,greek1516_Page_034_Line28.tif,,,,False,,,,True
1318,29,34,greek1516_Page_034_Line29.tif,,,,False,,,,True
1319,30,34,greek1516_Page_034_Line30.tif,,,,False,,,,True
1320,31,34,greek1516_Page_034_Line31.tif,,,,False,,,,True
1321,32,34,greek1516_Page_034_Line32.tif,,,,False,,,,True
1322,33,34,greek1516_Page_034_Line33.tif,,,,False,,,,True
1323,34,34,greek1516_Page_034_Line34.tif,,,,False,,,,True
1324,35,34,greek1516_Page_034_Line35.tif,,,,False,,,,True
1325,36,34,greek1516_Page_034_Line36.tif,,,,False,,,,True
1326,37,34,greek1516_Page_034_Line37.tif,,,,False,,,,True
1327,38,34,greek1516_Page_034_Line38.tif,,,,False,,,,True
1328,1,35,greek1516_Page_035_Line1.tif,,,,False,,,,True
1329,2,35,greek1516_Page_035_Line2.tif,,,,False,,,,True
1330,3,35,greek1516_Page_035_Line3.tif,,,,False,,,,True
1331,4,35,greek1516_Page_035_Line4.tif,,,,False,,,,True
1332,5,35,greek1516_Page_035_Line5.tif,,,,False,,,,True
1333,6,35,greek1516_Page_035_Line6.tif,,,,False,,,,True
1334,7,35,greek1516_Page_035_Line7.tif,,,,False,,,,True
1335,8,35,greek1516_Page_035_Line8.tif,,,,False,,,,True
1336,9,35,greek1516_Page_035_Line9.tif,,,,False,,,,True
1337,10,35,greek1516_Page_035_Line10.tif,,,,False,,,,True
1338,11,35,greek1516_Page_035_Line11.tif,,,,False,,,,True
1339,12,35,greek1516_Page_035_Line12.tif,,,,False,,,,True
1340,13,35,greek1516_Page_035_Line13.tif,,,,False,,,,True
1341,14,35,greek1516_Page_035_Line14.tif,,,,False,,,,True
1342,15,35,greek1516_Page_035_Line15.tif,,,,False,,,,True
1343,16,35,greek1516_Page_035_Line16.tif,,,,False,,,,True
1344,17,35,greek1516_Page_035_Line17.tif,,,,False,,,,True
1345,18,35,greek1516_Page_035_Line18.tif,,,,False,,,,True
1346,19,35,greek1516_Page_035_Line19.tif,,,,False,,,,True
1347,20,35,greek1516_Page_035_Line20.tif,,,,False,,,,True
1348,21,35,greek1516_Page_035_Line21.tif,,,,False,,,,True
1349,22,35,greek1516_Page_035_Line22.tif,,,,False,,,,True
1350,23,35,greek1516_Page_035_Line23.tif,,,,False,,,,True
1351,24,35,greek1516_Page_035_Line24.tif,,,,False,,,,True
1352,25,35,greek1516_Page_035_Line25.tif,,,,False,,,,True
1353,26,35,greek1516_Page_035_Line26.tif,,,,False,,,,True
1354,27,35,greek1516_Page_035_Line27.tif,,,,False,,,,True
1355,28,35,greek1516_Page_035_Line28.tif,,,,False,,,,True
1356,29,35,greek1516_Page_035_Line29.tif,,,,False,,,,True
1357,30,35,greek1516_Page_035_Line30.tif,,,,False,,,,True
1358,31,35,greek1516_Page_035_Line31.tif,,,,False,,,,True
1359,32,35,greek1516_Page_035_Line32.tif,,,,False,,,,True
1360,33,35,greek1516_Page_035_Line33.tif,,,,False,,,,True
1361,34,35,greek1516_Page_035_Line34.tif,,,,False,,,,True
1362,35,35,greek1516_Page_035_Line35.tif,,,,False,,,,True
1363,36,35,greek1516_Page_035_Line36.tif,,,,False,,,,True
1364,37,35,greek1516_Page_035_Line37.tif,,,,False,,,,True
1365,38,35,greek1516_Page_035_Line38.tif,,,,False,,,,True
1366,39,35,greek1516_Page_035_Line39.tif,,,,False,,,,True
1367,40,35,greek1516_Page_035_Line40.tif,,,,False,,,,True
1368,1,36,greek1516_Page_036_Line1.tif,,,,False,,,,True
1369,2,36,greek1516_Page_036_Line2.tif,,,,False,,,,True
1370,3,36,greek1516_Page_036_Line3.tif,,,,False,,,,True
1371,4,36,greek1516_Page_036_Line4.tif,,,,False,,,,True
1372,5,36,greek1516_Page_036_Line5.tif,,,,False,,,,True
1373,6,36,greek1516_Page_036_Line6.tif,,,,False,,,,True
1374,7,36,greek1516_Page_036_Line7.tif,,,,False,,,,True
1375,8,36,greek1516_Page_036_Line8.tif,,,,False,,,,True
1376,9,36,greek1516_Page_036_Line9.tif,,,,False,,,,True
1377,10,36,greek1516_Page_036_Line10.tif,,,,False,,,,True
1378,11,36,greek1516_Page_036_Line11.tif,,,,False,,,,True
1379,12,36,greek1516_Page_036_Line12.tif,,,,False,,,,True
1380,13,36,greek1516_Page_036_Line13.tif,,,,False,,,,True
1381,14,36,greek1516_Page_036_Line14.tif,,,,False,,,,True
1382,15,36,greek1516_Page_036_Line15.tif,,,,False,,,,True
1383,16,36,greek1516_Page_036_Line16.tif,,,,False,,,,True
1384,17,36,greek1516_Page_036_Line17.tif,,,,False,,,,True
1385,18,36,greek1516_Page_036_Line18.tif,,,,False,,,,True
1386,19,36,greek1516_Page_036_Line19.tif,,,,False,,,,True
1387,20,36,greek1516_Page_036_Line20.tif,,,,False,,,,True
1388,21,36,greek1516_Page_036_Line21.tif,,,,False,,,,True
1389,22,36,greek1516_Page_036_Line22.tif,,,,False,,,,True
1390,23,36,greek1516_Page_036_Line23.tif,,,,False,,,,True
1391,24,36,greek1516_Page_036_Line24.tif,,,,False,,,,True
1392,25,36,greek1516_Page_036_Line25.tif,,,,False,,,,True
1393,26,36,greek1516_Page_036_Line26.tif,,,,False,,,,True
1394,27,36,greek1516_Page_036_Line27.tif,,,,False,,,,True
1395,28,36,greek1516_Page_036_Line28.tif,,,,False,,,,True
1396,29,36,greek1516_Page_036_Line29.tif,,,,False,,,,True
