LineImageFile,ImgPageNum,ImgPageLineNum,LineTextFile,PageTextFile,StartBook,StartChapter,StartVerse
greek1516_Page_062_Line32.tif,62,32,,,,,
greek1516_Page_062_Line33.tif,62,33,,,,,
greek1516_Page_062_Line34.tif,62,34,,,,,
greek1516_Page_062_Line35.tif,62,35,,,,,
greek1516_Page_062_Line36.tif,62,36,,,,,
greek1516_Page_062_Line37.tif,62,37,,,,,
greek1516_Page_062_Line38.tif,62,38,,,,,
greek1516_Page_062_Line39.tif,62,39,,,,,
greek1516_Page_063_Line1.tif,63,1,,,,,
greek1516_Page_063_Line2.tif,63,2,,,,,
greek1516_Page_063_Line3.tif,63,3,,,,,
greek1516_Page_063_Line4.tif,63,4,,,,,
greek1516_Page_063_Line5.tif,63,5,,,,,
greek1516_Page_063_Line6.tif,63,6,,,,,
greek1516_Page_063_Line7.tif,63,7,,,,,
greek1516_Page_063_Line8.tif,63,8,,,,,
greek1516_Page_063_Line9.tif,63,9,,,,,
greek1516_Page_063_Line10.tif,63,10,,,,,
greek1516_Page_063_Line11.tif,63,11,,,,,
greek1516_Page_063_Line12.tif,63,12,,,,,
greek1516_Page_063_Line13.tif,63,13,,,,,
greek1516_Page_063_Line14.tif,63,14,,,,,
greek1516_Page_063_Line15.tif,63,15,,,,,
greek1516_Page_063_Line16.tif,63,16,,,,,
greek1516_Page_063_Line17.tif,63,17,,,,,
greek1516_Page_063_Line18.tif,63,18,,,,,
greek1516_Page_063_Line19.tif,63,19,,,,,
greek1516_Page_063_Line20.tif,63,20,,,,,
greek1516_Page_063_Line21.tif,63,21,,,,,
greek1516_Page_063_Line22.tif,63,22,,,,,
greek1516_Page_063_Line23.tif,63,23,,,,,
greek1516_Page_063_Line24.tif,63,24,,,,,
greek1516_Page_063_Line25.tif,63,25,,,,,
greek1516_Page_063_Line26.tif,63,26,,,,,
greek1516_Page_063_Line27.tif,63,27,,,,,
greek1516_Page_063_Line28.tif,63,28,,,,,
greek1516_Page_063_Line29.tif,63,29,,,,,
greek1516_Page_063_Line30.tif,63,30,,,,,
greek1516_Page_063_Line31.tif,63,31,,,,,
greek1516_Page_063_Line32.tif,63,32,,,,,
greek1516_Page_063_Line33.tif,63,33,,,,,
greek1516_Page_063_Line34.tif,63,34,,,,,
greek1516_Page_063_Line35.tif,63,35,,,,,
greek1516_Page_063_Line36.tif,63,36,,,,,
greek1516_Page_063_Line37.tif,63,37,,,,,
greek1516_Page_063_Line38.tif,63,38,,,,,
greek1516_Page_063_Line39.tif,63,39,,,,,
greek1516_Page_063_Line40.tif,63,40,,,,,
greek1516_Page_064_Line1.tif,64,1,,,,,
greek1516_Page_064_Line2.tif,64,2,,,,,
greek1516_Page_064_Line3.tif,64,3,,,,,
greek1516_Page_064_Line4.tif,64,4,,,,,
greek1516_Page_064_Line5.tif,64,5,,,,,
greek1516_Page_064_Line6.tif,64,6,,,,,
greek1516_Page_064_Line7.tif,64,7,,,,,
greek1516_Page_064_Line8.tif,64,8,,,,,
greek1516_Page_064_Line9.tif,64,9,,,,,
greek1516_Page_064_Line10.tif,64,10,,,,,
greek1516_Page_064_Line11.tif,64,11,,,,,
greek1516_Page_064_Line12.tif,64,12,,,,,
greek1516_Page_064_Line13.tif,64,13,,,,,
greek1516_Page_064_Line14.tif,64,14,,,,,
greek1516_Page_064_Line15.tif,64,15,,,,,
greek1516_Page_064_Line16.tif,64,16,,,,,
greek1516_Page_064_Line17.tif,64,17,,,,,
greek1516_Page_064_Line18.tif,64,18,,,,,
greek1516_Page_064_Line19.tif,64,19,,,,,
greek1516_Page_064_Line20.tif,64,20,,,,,
greek1516_Page_064_Line21.tif,64,21,,,,,
greek1516_Page_064_Line22.tif,64,22,,,,,
greek1516_Page_064_Line23.tif,64,23,,,,,
greek1516_Page_064_Line24.tif,64,24,,,,,
greek1516_Page_064_Line25.tif,64,25,,,,,
greek1516_Page_064_Line26.tif,64,26,,,,,
greek1516_Page_064_Line27.tif,64,27,,,,,
greek1516_Page_064_Line28.tif,64,28,,,,,
greek1516_Page_064_Line29.tif,64,29,,,,,
greek1516_Page_064_Line30.tif,64,30,,,,,
greek1516_Page_064_Line31.tif,64,31,,,,,
greek1516_Page_064_Line32.tif,64,32,,,,,
greek1516_Page_064_Line33.tif,64,33,,,,,
greek1516_Page_064_Line34.tif,64,34,,,,,
greek1516_Page_064_Line35.tif,64,35,,,,,
greek1516_Page_064_Line36.tif,64,36,,,,,
greek1516_Page_064_Line37.tif,64,37,,,,,
greek1516_Page_064_Line38.tif,64,38,,,,,
greek1516_Page_064_Line39.tif,64,39,,,,,
greek1516_Page_064_Line40.tif,64,40,,,,,
greek1516_Page_065_Line1.tif,65,1,,,,,
greek1516_Page_065_Line2.tif,65,2,,,,,
greek1516_Page_065_Line3.tif,65,3,,,,,
greek1516_Page_065_Line4.tif,65,4,,,,,
greek1516_Page_065_Line5.tif,65,5,,,,,
greek1516_Page_065_Line6.tif,65,6,,,,,
greek1516_Page_065_Line7.tif,65,7,,,,,
greek1516_Page_065_Line8.tif,65,8,,,,,
greek1516_Page_065_Line9.tif,65,9,,,,,
greek1516_Page_065_Line10.tif,65,10,,,,,
greek1516_Page_065_Line11.tif,65,11,,,,,
greek1516_Page_065_Line12.tif,65,12,,,,,
greek1516_Page_065_Line13.tif,65,13,,,,,
greek1516_Page_065_Line14.tif,65,14,,,,,
greek1516_Page_065_Line15.tif,65,15,,,,,
greek1516_Page_065_Line16.tif,65,16,,,,,
greek1516_Page_065_Line17.tif,65,17,,,,,
greek1516_Page_065_Line18.tif,65,18,,,,,
greek1516_Page_065_Line19.tif,65,19,,,,,
greek1516_Page_065_Line20.tif,65,20,,,,,
greek1516_Page_065_Line21.tif,65,21,,,,,
greek1516_Page_065_Line22.tif,65,22,,,,,
greek1516_Page_065_Line23.tif,65,23,,,,,
greek1516_Page_065_Line24.tif,65,24,,,,,
greek1516_Page_065_Line25.tif,65,25,,,,,
greek1516_Page_065_Line26.tif,65,26,,,,,
greek1516_Page_065_Line27.tif,65,27,,,,,
greek1516_Page_065_Line28.tif,65,28,,,,,
greek1516_Page_065_Line29.tif,65,29,,,,,
greek1516_Page_065_Line30.tif,65,30,,,,,
greek1516_Page_065_Line31.tif,65,31,,,,,
greek1516_Page_065_Line32.tif,65,32,,,,,
greek1516_Page_065_Line33.tif,65,33,,,,,
greek1516_Page_065_Line34.tif,65,34,,,,,
greek1516_Page_065_Line35.tif,65,35,,,,,
greek1516_Page_065_Line36.tif,65,36,,,,,
greek1516_Page_065_Line37.tif,65,37,,,,,
greek1516_Page_065_Line38.tif,65,38,,,,,
greek1516_Page_065_Line39.tif,65,39,,,,,
greek1516_Page_065_Line40.tif,65,40,,,,,
greek1516_Page_066_Line1.tif,66,1,,,,,
greek1516_Page_066_Line2.tif,66,2,,,,,
greek1516_Page_066_Line3.tif,66,3,,,,,
greek1516_Page_066_Line4.tif,66,4,,,,,
greek1516_Page_066_Line5.tif,66,5,,,,,
greek1516_Page_066_Line6.tif,66,6,,,,,
greek1516_Page_066_Line7.tif,66,7,,,,,
greek1516_Page_066_Line8.tif,66,8,,,,,
greek1516_Page_066_Line9.tif,66,9,,,,,
greek1516_Page_066_Line10.tif,66,10,,,,,
greek1516_Page_066_Line11.tif,66,11,,,,,
greek1516_Page_066_Line12.tif,66,12,,,,,
greek1516_Page_066_Line13.tif,66,13,,,,,
greek1516_Page_066_Line14.tif,66,14,,,,,
greek1516_Page_066_Line15.tif,66,15,,,,,
greek1516_Page_066_Line16.tif,66,16,,,,,
greek1516_Page_066_Line17.tif,66,17,,,,,
greek1516_Page_066_Line18.tif,66,18,,,,,
greek1516_Page_066_Line19.tif,66,19,,,,,
greek1516_Page_066_Line20.tif,66,20,,,,,
greek1516_Page_066_Line21.tif,66,21,,,,,
greek1516_Page_066_Line22.tif,66,22,,,,,
greek1516_Page_066_Line23.tif,66,23,,,,,
greek1516_Page_066_Line24.tif,66,24,,,,,
greek1516_Page_066_Line25.tif,66,25,,,,,
greek1516_Page_066_Line26.tif,66,26,,,,,
greek1516_Page_066_Line27.tif,66,27,,,,,
greek1516_Page_066_Line28.tif,66,28,,,,,
greek1516_Page_066_Line29.tif,66,29,,,,,
greek1516_Page_066_Line30.tif,66,30,,,,,
greek1516_Page_066_Line31.tif,66,31,,,,,
greek1516_Page_066_Line32.tif,66,32,,,,,
greek1516_Page_066_Line33.tif,66,33,,,,,
greek1516_Page_066_Line34.tif,66,34,,,,,
greek1516_Page_066_Line35.tif,66,35,,,,,
greek1516_Page_066_Line36.tif,66,36,,,,,
greek1516_Page_066_Line37.tif,66,37,,,,,
greek1516_Page_066_Line38.tif,66,38,,,,,
greek1516_Page_066_Line39.tif,66,39,,,,,
greek1516_Page_067_Line1.tif,67,1,,,,,
greek1516_Page_067_Line2.tif,67,2,,,,,
greek1516_Page_067_Line3.tif,67,3,,,,,
greek1516_Page_067_Line4.tif,67,4,,,,,
greek1516_Page_067_Line5.tif,67,5,,,,,
greek1516_Page_067_Line6.tif,67,6,,,,,
greek1516_Page_067_Line7.tif,67,7,,,,,
greek1516_Page_067_Line8.tif,67,8,,,,,
greek1516_Page_067_Line9.tif,67,9,,,,,
greek1516_Page_067_Line10.tif,67,10,,,,,
greek1516_Page_067_Line11.tif,67,11,,,,,
greek1516_Page_067_Line12.tif,67,12,,,,,
greek1516_Page_067_Line13.tif,67,13,,,,,
greek1516_Page_067_Line14.tif,67,14,,,,,
greek1516_Page_067_Line15.tif,67,15,,,,,
greek1516_Page_067_Line16.tif,67,16,,,,,
greek1516_Page_067_Line17.tif,67,17,,,,,
greek1516_Page_067_Line18.tif,67,18,,,,,
greek1516_Page_067_Line19.tif,67,19,,,,,
greek1516_Page_067_Line20.tif,67,20,,,,,
greek1516_Page_067_Line21.tif,67,21,,,,,
greek1516_Page_067_Line22.tif,67,22,,,,,
greek1516_Page_067_Line23.tif,67,23,,,,,
greek1516_Page_067_Line24.tif,67,24,,,,,
greek1516_Page_067_Line25.tif,67,25,,,,,
greek1516_Page_067_Line26.tif,67,26,,,,,
greek1516_Page_067_Line27.tif,67,27,,,,,
greek1516_Page_067_Line28.tif,67,28,,,,,
greek1516_Page_067_Line29.tif,67,29,,,,,
greek1516_Page_067_Line30.tif,67,30,,,,,
greek1516_Page_067_Line31.tif,67,31,,,,,
greek1516_Page_067_Line32.tif,67,32,,,,,
greek1516_Page_067_Line33.tif,67,33,,,,,
greek1516_Page_067_Line34.tif,67,34,,,,,
greek1516_Page_067_Line35.tif,67,35,,,,,
greek1516_Page_067_Line36.tif,67,36,,,,,
greek1516_Page_067_Line37.tif,67,37,,,,,
greek1516_Page_067_Line38.tif,67,38,,,,,
greek1516_Page_067_Line39.tif,67,39,,,,,
greek1516_Page_067_Line40.tif,67,40,,,,,
greek1516_Page_068_Line1.tif,68,1,,,,,
greek1516_Page_068_Line2.tif,68,2,,,,,
greek1516_Page_068_Line3.tif,68,3,,,,,
greek1516_Page_068_Line4.tif,68,4,,,,,
greek1516_Page_068_Line5.tif,68,5,,,,,
greek1516_Page_068_Line6.tif,68,6,,,,,
greek1516_Page_068_Line7.tif,68,7,,,,,
greek1516_Page_068_Line8.tif,68,8,,,,,
greek1516_Page_068_Line9.tif,68,9,,,,,
greek1516_Page_068_Line10.tif,68,10,,,,,
greek1516_Page_068_Line11.tif,68,11,,,,,
greek1516_Page_068_Line12.tif,68,12,,,,,
greek1516_Page_068_Line13.tif,68,13,,,,,
greek1516_Page_068_Line14.tif,68,14,,,,,
greek1516_Page_068_Line15.tif,68,15,,,,,
greek1516_Page_068_Line16.tif,68,16,,,,,
greek1516_Page_068_Line17.tif,68,17,,,,,
greek1516_Page_068_Line18.tif,68,18,,,,,
greek1516_Page_068_Line19.tif,68,19,,,,,
greek1516_Page_068_Line20.tif,68,20,,,,,
greek1516_Page_068_Line21.tif,68,21,,,,,
greek1516_Page_068_Line22.tif,68,22,,,,,
greek1516_Page_068_Line23.tif,68,23,,,,,
greek1516_Page_068_Line24.tif,68,24,,,,,
greek1516_Page_068_Line25.tif,68,25,,,,,
greek1516_Page_068_Line26.tif,68,26,,,,,
greek1516_Page_068_Line27.tif,68,27,,,,,
greek1516_Page_068_Line28.tif,68,28,,,,,
greek1516_Page_068_Line29.tif,68,29,,,,,
greek1516_Page_068_Line30.tif,68,30,,,,,
greek1516_Page_068_Line31.tif,68,31,,,,,
greek1516_Page_068_Line32.tif,68,32,,,,,
greek1516_Page_068_Line33.tif,68,33,,,,,
greek1516_Page_068_Line34.tif,68,34,,,,,
greek1516_Page_068_Line35.tif,68,35,,,,,
greek1516_Page_068_Line36.tif,68,36,,,,,
greek1516_Page_068_Line37.tif,68,37,,,,,
greek1516_Page_068_Line38.tif,68,38,,,,,
greek1516_Page_068_Line39.tif,68,39,,,,,
greek1516_Page_068_Line40.tif,68,40,,,,,
greek1516_Page_069_Line1.tif,69,1,,,,,
greek1516_Page_069_Line2.tif,69,2,,,,,
greek1516_Page_069_Line3.tif,69,3,,,,,
greek1516_Page_069_Line4.tif,69,4,,,,,
greek1516_Page_069_Line5.tif,69,5,,,,,
greek1516_Page_069_Line6.tif,69,6,,,,,
greek1516_Page_069_Line7.tif,69,7,,,,,
greek1516_Page_069_Line8.tif,69,8,,,,,
greek1516_Page_069_Line9.tif,69,9,,,,,
greek1516_Page_069_Line10.tif,69,10,,,,,
greek1516_Page_069_Line11.tif,69,11,,,,,
greek1516_Page_069_Line12.tif,69,12,,,,,
greek1516_Page_069_Line13.tif,69,13,,,,,
greek1516_Page_069_Line14.tif,69,14,,,,,
greek1516_Page_069_Line15.tif,69,15,,,,,
greek1516_Page_069_Line16.tif,69,16,,,,,
greek1516_Page_069_Line17.tif,69,17,,,,,
greek1516_Page_069_Line18.tif,69,18,,,,,
greek1516_Page_069_Line19.tif,69,19,,,,,
greek1516_Page_069_Line20.tif,69,20,,,,,
greek1516_Page_069_Line21.tif,69,21,,,,,
greek1516_Page_069_Line22.tif,69,22,,,,,
greek1516_Page_069_Line23.tif,69,23,,,,,
greek1516_Page_069_Line24.tif,69,24,,,,,
greek1516_Page_069_Line25.tif,69,25,,,,,
greek1516_Page_069_Line26.tif,69,26,,,,,
greek1516_Page_069_Line27.tif,69,27,,,,,
greek1516_Page_069_Line28.tif,69,28,,,,,
greek1516_Page_069_Line29.tif,69,29,,,,,
greek1516_Page_069_Line30.tif,69,30,,,,,
greek1516_Page_069_Line31.tif,69,31,,,,,
greek1516_Page_069_Line32.tif,69,32,,,,,
greek1516_Page_069_Line33.tif,69,33,,,,,
greek1516_Page_069_Line34.tif,69,34,,,,,
greek1516_Page_069_Line35.tif,69,35,,,,,
greek1516_Page_069_Line36.tif,69,36,,,,,
greek1516_Page_069_Line37.tif,69,37,,,,,
greek1516_Page_069_Line38.tif,69,38,,,,,
greek1516_Page_069_Line39.tif,69,39,,,,,
greek1516_Page_069_Line40.tif,69,40,,,,,
greek1516_Page_070_Line1.tif,70,1,,,,,
greek1516_Page_070_Line2.tif,70,2,,,,,
greek1516_Page_070_Line3.tif,70,3,,,,,
greek1516_Page_070_Line4.tif,70,4,,,,,
greek1516_Page_070_Line5.tif,70,5,,,,,
greek1516_Page_070_Line6.tif,70,6,,,,,
greek1516_Page_070_Line7.tif,70,7,,,,,
greek1516_Page_070_Line8.tif,70,8,,,,,
greek1516_Page_070_Line9.tif,70,9,,,,,
greek1516_Page_070_Line10.tif,70,10,,,,,
greek1516_Page_070_Line11.tif,70,11,,,,,
greek1516_Page_070_Line12.tif,70,12,,,,,
greek1516_Page_070_Line13.tif,70,13,,,,,
greek1516_Page_070_Line14.tif,70,14,,,,,
greek1516_Page_070_Line15.tif,70,15,,,,,
greek1516_Page_070_Line16.tif,70,16,,,,,
greek1516_Page_070_Line17.tif,70,17,,,,,
greek1516_Page_070_Line18.tif,70,18,,,,,
greek1516_Page_070_Line19.tif,70,19,,,,,
greek1516_Page_070_Line20.tif,70,20,,,,,
greek1516_Page_070_Line21.tif,70,21,,,,,
greek1516_Page_070_Line22.tif,70,22,,,,,
greek1516_Page_070_Line23.tif,70,23,,,,,
greek1516_Page_070_Line24.tif,70,24,,,,,
greek1516_Page_070_Line25.tif,70,25,,,,,
greek1516_Page_070_Line26.tif,70,26,,,,,
greek1516_Page_070_Line27.tif,70,27,,,,,
greek1516_Page_070_Line28.tif,70,28,,,,,
greek1516_Page_070_Line29.tif,70,29,,,,,
greek1516_Page_070_Line30.tif,70,30,,,,,
greek1516_Page_070_Line31.tif,70,31,,,,,
greek1516_Page_070_Line32.tif,70,32,,,,,
greek1516_Page_070_Line33.tif,70,33,,,,,
greek1516_Page_070_Line34.tif,70,34,,,,,
greek1516_Page_070_Line35.tif,70,35,,,,,
greek1516_Page_070_Line36.tif,70,36,,,,,
greek1516_Page_070_Line37.tif,70,37,,,,,
greek1516_Page_070_Line38.tif,70,38,,,,,
greek1516_Page_070_Line39.tif,70,39,,,,,
greek1516_Page_070_Line40.tif,70,40,,,,,
greek1516_Page_071_Line1.tif,71,1,,,,,
greek1516_Page_071_Line2.tif,71,2,,,,,
greek1516_Page_071_Line3.tif,71,3,,,,,
greek1516_Page_071_Line4.tif,71,4,,,,,
greek1516_Page_071_Line5.tif,71,5,,,,,
greek1516_Page_071_Line6.tif,71,6,,,,,
greek1516_Page_071_Line7.tif,71,7,,,,,
greek1516_Page_071_Line8.tif,71,8,,,,,
greek1516_Page_071_Line9.tif,71,9,,,,,
greek1516_Page_071_Line10.tif,71,10,,,,,
greek1516_Page_071_Line11.tif,71,11,,,,,
greek1516_Page_071_Line12.tif,71,12,,,,,
greek1516_Page_071_Line13.tif,71,13,,,,,
greek1516_Page_071_Line14.tif,71,14,,,,,
greek1516_Page_071_Line15.tif,71,15,,,,,
greek1516_Page_071_Line16.tif,71,16,,,,,
greek1516_Page_071_Line17.tif,71,17,,,,,
greek1516_Page_071_Line18.tif,71,18,,,,,
greek1516_Page_071_Line19.tif,71,19,,,,,
greek1516_Page_071_Line20.tif,71,20,,,,,
greek1516_Page_071_Line21.tif,71,21,,,,,
greek1516_Page_071_Line22.tif,71,22,,,,,
greek1516_Page_071_Line23.tif,71,23,,,,,
greek1516_Page_071_Line24.tif,71,24,,,,,
greek1516_Page_071_Line25.tif,71,25,,,,,
greek1516_Page_071_Line26.tif,71,26,,,,,
greek1516_Page_071_Line27.tif,71,27,,,,,
greek1516_Page_071_Line28.tif,71,28,,,,,
greek1516_Page_071_Line29.tif,71,29,,,,,
greek1516_Page_071_Line30.tif,71,30,,,,,
greek1516_Page_071_Line31.tif,71,31,,,,,
greek1516_Page_071_Line32.tif,71,32,,,,,
greek1516_Page_071_Line33.tif,71,33,,,,,
greek1516_Page_071_Line34.tif,71,34,,,,,
greek1516_Page_071_Line35.tif,71,35,,,,,
greek1516_Page_071_Line36.tif,71,36,,,,,
greek1516_Page_071_Line37.tif,71,37,,,,,
greek1516_Page_071_Line38.tif,71,38,,,,,
greek1516_Page_071_Line39.tif,71,39,,,,,
greek1516_Page_071_Line40.tif,71,40,,,,,
greek1516_Page_072_Line1.tif,72,1,,,,,
greek1516_Page_072_Line2.tif,72,2,,,,,
greek1516_Page_072_Line3.tif,72,3,,,,,
greek1516_Page_072_Line4.tif,72,4,,,,,
greek1516_Page_072_Line5.tif,72,5,,,,,
greek1516_Page_072_Line6.tif,72,6,,,,,
greek1516_Page_072_Line7.tif,72,7,,,,,
greek1516_Page_072_Line8.tif,72,8,,,,,
greek1516_Page_072_Line9.tif,72,9,,,,,
greek1516_Page_072_Line10.tif,72,10,,,,,
greek1516_Page_072_Line11.tif,72,11,,,,,
greek1516_Page_072_Line12.tif,72,12,,,,,
greek1516_Page_072_Line13.tif,72,13,,,,,
greek1516_Page_072_Line14.tif,72,14,,,,,
greek1516_Page_072_Line15.tif,72,15,,,,,
greek1516_Page_072_Line16.tif,72,16,,,,,
greek1516_Page_072_Line17.tif,72,17,,,,,
greek1516_Page_072_Line18.tif,72,18,,,,,
greek1516_Page_072_Line19.tif,72,19,,,,,
greek1516_Page_072_Line20.tif,72,20,,,,,
greek1516_Page_072_Line21.tif,72,21,,,,,
greek1516_Page_072_Line22.tif,72,22,,,,,
greek1516_Page_072_Line23.tif,72,23,,,,,
greek1516_Page_072_Line24.tif,72,24,,,,,
greek1516_Page_072_Line25.tif,72,25,,,,,
greek1516_Page_072_Line26.tif,72,26,,,,,
greek1516_Page_072_Line27.tif,72,27,,,,,
greek1516_Page_072_Line28.tif,72,28,,,,,
greek1516_Page_072_Line29.tif,72,29,,,,,
greek1516_Page_072_Line30.tif,72,30,,,,,
greek1516_Page_072_Line31.tif,72,31,,,,,
greek1516_Page_072_Line32.tif,72,32,,,,,
greek1516_Page_072_Line33.tif,72,33,,,,,
greek1516_Page_072_Line34.tif,72,34,,,,,
greek1516_Page_072_Line35.tif,72,35,,,,,
greek1516_Page_072_Line36.tif,72,36,,,,,
greek1516_Page_072_Line37.tif,72,37,,,,,
greek1516_Page_073_Line1.tif,73,1,,,,,
greek1516_Page_073_Line2.tif,73,2,,,,,
greek1516_Page_073_Line3.tif,73,3,,,,,
greek1516_Page_073_Line4.tif,73,4,,,,,
greek1516_Page_073_Line5.tif,73,5,,,,,
greek1516_Page_073_Line6.tif,73,6,,,,,
greek1516_Page_073_Line7.tif,73,7,,,,,
greek1516_Page_073_Line8.tif,73,8,,,,,
greek1516_Page_073_Line9.tif,73,9,,,,,
greek1516_Page_073_Line10.tif,73,10,,,,,
greek1516_Page_073_Line11.tif,73,11,,,,,
greek1516_Page_073_Line12.tif,73,12,,,,,
greek1516_Page_073_Line13.tif,73,13,,,,,
greek1516_Page_073_Line14.tif,73,14,,,,,
greek1516_Page_073_Line15.tif,73,15,,,,,
greek1516_Page_073_Line16.tif,73,16,,,,,
greek1516_Page_073_Line17.tif,73,17,,,,,
greek1516_Page_073_Line18.tif,73,18,,,,,
greek1516_Page_073_Line19.tif,73,19,,,,,
greek1516_Page_073_Line20.tif,73,20,,,,,
greek1516_Page_073_Line21.tif,73,21,,,,,
greek1516_Page_073_Line22.tif,73,22,,,,,
greek1516_Page_073_Line23.tif,73,23,,,,,
greek1516_Page_073_Line24.tif,73,24,,,,,
greek1516_Page_073_Line25.tif,73,25,,,,,
greek1516_Page_073_Line26.tif,73,26,,,,,
greek1516_Page_073_Line27.tif,73,27,,,,,
greek1516_Page_073_Line28.tif,73,28,,,,,
greek1516_Page_073_Line29.tif,73,29,,,,,
greek1516_Page_073_Line30.tif,73,30,,,,,
greek1516_Page_073_Line31.tif,73,31,,,,,
greek1516_Page_073_Line32.tif,73,32,,,,,
greek1516_Page_074_Line1.tif,74,1,,,,,
greek1516_Page_074_Line2.tif,74,2,,,,,
greek1516_Page_074_Line3.tif,74,3,,,,,
greek1516_Page_074_Line4.tif,74,4,,,,,
greek1516_Page_074_Line5.tif,74,5,,,,,
greek1516_Page_074_Line6.tif,74,6,,,,,
greek1516_Page_074_Line7.tif,74,7,,,,,
greek1516_Page_074_Line8.tif,74,8,,,,,
greek1516_Page_074_Line9.tif,74,9,,,,,
greek1516_Page_074_Line10.tif,74,10,,,,,
greek1516_Page_074_Line11.tif,74,11,,,,,
greek1516_Page_074_Line12.tif,74,12,,,,,
greek1516_Page_074_Line13.tif,74,13,,,,,
greek1516_Page_074_Line14.tif,74,14,,,,,
greek1516_Page_074_Line15.tif,74,15,,,,,
greek1516_Page_074_Line16.tif,74,16,,,,,
greek1516_Page_074_Line17.tif,74,17,,,,,
greek1516_Page_074_Line18.tif,74,18,,,,,
greek1516_Page_074_Line19.tif,74,19,,,,,
greek1516_Page_074_Line20.tif,74,20,,,,,
greek1516_Page_074_Line21.tif,74,21,,,,,
greek1516_Page_074_Line22.tif,74,22,,,,,
greek1516_Page_074_Line23.tif,74,23,,,,,
greek1516_Page_074_Line24.tif,74,24,,,,,
greek1516_Page_074_Line25.tif,74,25,,,,,
greek1516_Page_074_Line26.tif,74,26,,,,,
greek1516_Page_074_Line27.tif,74,27,,,,,
greek1516_Page_074_Line28.tif,74,28,,,,,
greek1516_Page_074_Line29.tif,74,29,,,,,
greek1516_Page_074_Line30.tif,74,30,,,,,
greek1516_Page_074_Line31.tif,74,31,,,,,
greek1516_Page_074_Line32.tif,74,32,,,,,
greek1516_Page_074_Line33.tif,74,33,,,,,
greek1516_Page_074_Line34.tif,74,34,,,,,
greek1516_Page_074_Line35.tif,74,35,,,,,
greek1516_Page_074_Line36.tif,74,36,,,,,
greek1516_Page_074_Line37.tif,74,37,,,,,
greek1516_Page_074_Line38.tif,74,38,,,,,
greek1516_Page_074_Line39.tif,74,39,,,,,
greek1516_Page_074_Line40.tif,74,40,,,,,
greek1516_Page_075_Line1.tif,75,1,,,,,
greek1516_Page_075_Line2.tif,75,2,,,,,
greek1516_Page_075_Line3.tif,75,3,,,,,
greek1516_Page_075_Line4.tif,75,4,,,,,
greek1516_Page_075_Line5.tif,75,5,,,,,
greek1516_Page_075_Line6.tif,75,6,,,,,
greek1516_Page_075_Line7.tif,75,7,,,,,
greek1516_Page_075_Line8.tif,75,8,,,,,
greek1516_Page_075_Line9.tif,75,9,,,,,
greek1516_Page_075_Line10.tif,75,10,,,,,
greek1516_Page_075_Line11.tif,75,11,,,,,
greek1516_Page_075_Line12.tif,75,12,,,,,
greek1516_Page_075_Line13.tif,75,13,,,,,
greek1516_Page_075_Line14.tif,75,14,,,,,
greek1516_Page_075_Line15.tif,75,15,,,,,
greek1516_Page_075_Line16.tif,75,16,,,,,
greek1516_Page_075_Line17.tif,75,17,,,,,
greek1516_Page_075_Line18.tif,75,18,,,,,
greek1516_Page_075_Line19.tif,75,19,,,,,
greek1516_Page_075_Line20.tif,75,20,,,,,
greek1516_Page_075_Line21.tif,75,21,,,,,
greek1516_Page_075_Line22.tif,75,22,,,,,
greek1516_Page_075_Line23.tif,75,23,,,,,
greek1516_Page_075_Line24.tif,75,24,,,,,
greek1516_Page_075_Line25.tif,75,25,,,,,
greek1516_Page_075_Line26.tif,75,26,,,,,
greek1516_Page_075_Line27.tif,75,27,,,,,
greek1516_Page_075_Line28.tif,75,28,,,,,
greek1516_Page_075_Line29.tif,75,29,,,,,
greek1516_Page_075_Line30.tif,75,30,,,,,
greek1516_Page_075_Line31.tif,75,31,,,,,
greek1516_Page_075_Line32.tif,75,32,,,,,
greek1516_Page_075_Line33.tif,75,33,,,,,
greek1516_Page_075_Line34.tif,75,34,,,,,
greek1516_Page_075_Line35.tif,75,35,,,,,
greek1516_Page_075_Line36.tif,75,36,,,,,
greek1516_Page_075_Line37.tif,75,37,,,,,
greek1516_Page_075_Line38.tif,75,38,,,,,
greek1516_Page_075_Line39.tif,75,39,,,,,
greek1516_Page_076_Line1.tif,76,1,,,,,
greek1516_Page_076_Line2.tif,76,2,,,,,
greek1516_Page_076_Line3.tif,76,3,,,,,
greek1516_Page_076_Line4.tif,76,4,,,,,
greek1516_Page_076_Line5.tif,76,5,,,,,
greek1516_Page_076_Line6.tif,76,6,,,,,
greek1516_Page_076_Line7.tif,76,7,,,,,
greek1516_Page_076_Line8.tif,76,8,,,,,
greek1516_Page_076_Line9.tif,76,9,,,,,
greek1516_Page_076_Line10.tif,76,10,,,,,
greek1516_Page_076_Line11.tif,76,11,,,,,
greek1516_Page_076_Line12.tif,76,12,,,,,
greek1516_Page_076_Line13.tif,76,13,,,,,
greek1516_Page_076_Line14.tif,76,14,,,,,
greek1516_Page_076_Line15.tif,76,15,,,,,
greek1516_Page_076_Line16.tif,76,16,,,,,
greek1516_Page_076_Line17.tif,76,17,,,,,
greek1516_Page_076_Line18.tif,76,18,,,,,
greek1516_Page_076_Line19.tif,76,19,,,,,
greek1516_Page_076_Line20.tif,76,20,,,,,
greek1516_Page_076_Line21.tif,76,21,,,,,
