ἄ	990	955	1043	1112
ρ	1001	960	1103	1099
τ	1108	996	1168	1048
ο	1173	996	1214	1052
υ	1224	1001	1265	1052
.	1265	987	1298	1024
τ	1343	992	1363	1048
α	1368	996	1424	1048
ῦ	1428	992	1484	1090
τ	1484	992	1544	1048
α	1548	996	1610	1052
	1632	992	1726	1085
ἀ	1749	992	1855	1095
υ	1853	964	1933	1103
	1861	964	2013	1103
λ	30	811	95	904
α	93	793	149	927
λ	105	811	225	895
ο	230	825	272	881
ύ	281	825	322	923
ν	332	825	365	881
τ	374	820	429	876
ω	434	825	500	881
	472	793	518	927
,	504	797	560	876
ἀ	617	806	657	923
υ	667	820	708	876
	712	820	783	923
ς	787	806	819	881
ὅ	847	820	903	917
ι	954	820	982	885
Η	991	773	1117	889
Σ	1088	769	1152	920
Ο	1126	820	1186	885
Υ	1192	820	1248	885
Σ	1247	820	1303	885
	1340	825	1381	917
	1391	820	1437	881
η	1447	820	1484	881
	1545	806	1593	932
μ	1638	806	1716	881
έ	1726	820	1763	917
σ	1755	801	1815	917
ῳ	1767	801	1883	885
ἀ	1911	825	1967	917
υ	1972	825	2013	881
τ	30	653	95	713
ῶ	99	662	155	750
	155	630	211	709
.	190	612	229	764
Κ	279	634	328	718
ὰ	332	653	416	760
ι	380	612	432	764
λ	444	639	508	728
έ	517	649	560	741
γ	560	621	629	704
	634	649	685	709
ἀ	712	649	778	737
υ	783	653	824	704
τ	829	653	890	704
ο	894	649	935	704
ῖ	941	649	982	732
	991	639	1015	704
.	1019	634	1052	666
Ε	1085	649	1149	756
ἰ	1145	616	1205	709
ρ	1191	616	1242	756
	1210	649	1308	741
η	1312	653	1349	704
ὑ	1381	653	1419	760
μ	1419	634	1498	704
ῖ	1498	649	1540	732
	1540	625	1600	709
.	1600	644	1622	677
	1672	644	1698	713
τ	1702	649	1763	704
ο	1758	649	1805	709
η	1814	649	1851	704
θ	1855	634	1897	741
έ	1906	649	1944	746
ν	1944	634	2013	728
γ	30	462	95	542
ε	99	462	183	542
ς	159	462	183	542
δ	258	481	322	574
ὲ	328	481	369	588
η	420	481	462	542
κ	448	430	577	583
ἔ	634	454	704	569
μ	634	454	829	569
φ	764	454	826	569
ο	834	477	875	533
β	880	467	997	565
ο	948	454	1010	569
ι	1006	477	1029	527
γ	1103	449	1173	533
ε	1182	471	1261	537
ν	1265	477	1326	578
ό	1316	444	1378	578
	1321	444	1488	565
ο	1438	444	1512	578
ι	1498	477	1567	533
ἐ	1623	449	1674	569
δ	1674	477	1739	569
ό	1739	471	1799	583
κ	1799	471	1855	533
ο	1861	449	1897	533
	1906	477	2013	542
	21	286	118	370
ν	123	314	155	370
ε	165	310	202	370
ῦ	216	304	267	407
μ	262	295	346	370
α	346	310	411	370
	462	276	532	393
ε	532	304	564	360
ω	569	304	629	355
ρ	634	267	676	360
	680	267	802	402
	806	276	815	291
.	834	295	866	338
	970	248	1044	370
	1140	286	1192	416
ι	1192	300	1220	355
	1229	300	1317	360
ε	1326	300	1353	360
	1353	272	1415	360
ἀ	1484	272	1591	407
υ	1542	272	1601	407
τ	1595	304	1651	360
ο	1660	304	1702	360
ῖ	1711	300	1754	388
ς	1754	286	1799	360
	1567	124	1628	198
ὶ	1632	128	1660	226
τ	1688	124	1749	184
ε	1754	128	1786	188
τ	1790	128	1851	188
α	1855	132	1916	188
ρ	1916	91	1958	193
ή	1962	119	2000	207
