Page,PageLine,PageLineImageFile,PageLineTextFile,StartBook,StartChapter,StartVerse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,10,greek1516_Page_035_Line10.gt.tif,greek1516_Page_035_Line10.gt.txt,Mat,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,11,greek1516_Page_035_Line11.gt.tif,greek1516_Page_035_Line11.gt.txt,Mat,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12,greek1516_Page_035_Line12.gt.tif,greek1516_Page_035_Line12.gt.txt,Mat,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,13,greek1516_Page_035_Line13.gt.tif,greek1516_Page_035_Line13.gt.txt,Mat,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,14,greek1516_Page_035_Line14.gt.tif,greek1516_Page_035_Line14.gt.txt,Mat,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,15,greek1516_Page_035_Line15.gt.tif,greek1516_Page_035_Line15.gt.txt,Mat,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,16,greek1516_Page_035_Line16.gt.tif,greek1516_Page_035_Line16.gt.txt,Mat,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,17,greek1516_Page_035_Line17.gt.tif,greek1516_Page_035_Line17.gt.txt,Mat,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,18,greek1516_Page_035_Line18.gt.tif,greek1516_Page_035_Line18.gt.txt,Mat,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,19,greek1516_Page_035_Line19.gt.tif,greek1516_Page_035_Line19.gt.txt,Mat,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,20,greek1516_Page_035_Line20.gt.tif,greek1516_Page_035_Line20.gt.txt,Mat,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,21,greek1516_Page_035_Line21.gt.tif,greek1516_Page_035_Line21.gt.txt,Mat,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,22,greek1516_Page_035_Line22.gt.tif,greek1516_Page_035_Line22.gt.txt,Mat,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,23,greek1516_Page_035_Line23.gt.tif,greek1516_Page_035_Line23.gt.txt,Mat,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,24,greek1516_Page_035_Line24.gt.tif,greek1516_Page_035_Line24.gt.txt,Mat,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,25,greek1516_Page_035_Line25.gt.tif,greek1516_Page_035_Line25.gt.txt,Mat,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,26,greek1516_Page_035_Line26.gt.tif,greek1516_Page_035_Line26.gt.txt,Mat,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,27,greek1516_Page_035_Line27.gt.tif,greek1516_Page_035_Line27.gt.txt,Mat,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,28,greek1516_Page_035_Line28.gt.tif,greek1516_Page_035_Line28.gt.txt,Mat,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,29,greek1516_Page_035_Line29.gt.tif,greek1516_Page_035_Line29.gt.txt,Mat,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,30,greek1516_Page_035_Line30.gt.tif,greek1516_Page_035_Line30.gt.txt,Mat,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,31,greek1516_Page_035_Line31.gt.tif,greek1516_Page_035_Line31.gt.txt,Mat,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,32,greek1516_Page_035_Line32.gt.tif,greek1516_Page_035_Line32.gt.txt,Mat,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,33,greek1516_Page_035_Line33.gt.tif,greek1516_Page_035_Line33.gt.txt,Mat,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,34,greek1516_Page_035_Line34.gt.tif,greek1516_Page_035_Line34.gt.txt,Mat,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,greek1516_Page_035_Line35.gt.tif,greek1516_Page_035_Line35.gt.txt,Mat,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,greek1516_Page_035_Line36.gt.tif,greek1516_Page_035_Line36.gt.txt,Mat,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,37,greek1516_Page_035_Line37.gt.tif,greek1516_Page_035_Line37.gt.txt,Mat,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,38,greek1516_Page_035_Line38.gt.tif,greek1516_Page_035_Line38.gt.txt,Mat,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,39,greek1516_Page_035_Line39.gt.tif,greek1516_Page_035_Line39.gt.txt,Mat,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40,greek1516_Page_035_Line40.gt.tif,greek1516_Page_035_Line40.gt.txt,Mat,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,greek1516_Page_036_Line1.gt.tif,greek1516_Page_036_Line1.gt.txt,Mat,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,greek1516_Page_036_Line2.gt.tif,greek1516_Page_036_Line2.gt.txt,Mat,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3,greek1516_Page_036_Line3.gt.tif,greek1516_Page_036_Line3.gt.txt,Mat,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,greek1516_Page_036_Line4.gt.tif,greek1516_Page_036_Line4.gt.txt,Mat,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5,greek1516_Page_036_Line5.gt.tif,greek1516_Page_036_Line5.gt.txt,Mat,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6,greek1516_Page_036_Line6.gt.tif,greek1516_Page_036_Line6.gt.txt,Mat,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,7,greek1516_Page_036_Line7.gt.tif,greek1516_Page_036_Line7.gt.txt,Mat,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8,greek1516_Page_036_Line8.gt.tif,greek1516_Page_036_Line8.gt.txt,Mat,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,9,greek1516_Page_036_Line9.gt.tif,greek1516_Page_036_Line9.gt.txt,Mat,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,10,greek1516_Page_036_Line10.gt.tif,greek1516_Page_036_Line10.gt.txt,Mat,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,11,greek1516_Page_036_Line11.gt.tif,greek1516_Page_036_Line11.gt.txt,Mat,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12,greek1516_Page_036_Line12.gt.tif,greek1516_Page_036_Line12.gt.txt,Mat,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,13,greek1516_Page_036_Line13.gt.tif,greek1516_Page_036_Line13.gt.txt,Mat,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,14,greek1516_Page_036_Line14.gt.tif,greek1516_Page_036_Line14.gt.txt,Mat,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,15,greek1516_Page_036_Line15.gt.tif,greek1516_Page_036_Line15.gt.txt,Mat,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,16,greek1516_Page_036_Line16.gt.tif,greek1516_Page_036_Line16.gt.txt,Mat,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,17,greek1516_Page_036_Line17.gt.tif,greek1516_Page_036_Line17.gt.txt,Mat,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,18,greek1516_Page_036_Line18.gt.tif,greek1516_Page_036_Line18.gt.txt,Mat,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,19,greek1516_Page_036_Line19.gt.tif,greek1516_Page_036_Line19.gt.txt,Mat,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,20,greek1516_Page_036_Line20.gt.tif,greek1516_Page_036_Line20.gt.txt,Mat,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,21,greek1516_Page_036_Line21.gt.tif,greek1516_Page_036_Line21.gt.txt,Mat,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,22,greek1516_Page_036_Line22.gt.tif,greek1516_Page_036_Line22.gt.txt,Mat,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,23,greek1516_Page_036_Line23.gt.tif,greek1516_Page_036_Line23.gt.txt,Mat,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,24,greek1516_Page_036_Line24.gt.tif,greek1516_Page_036_Line24.gt.txt,Mat,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,25,greek1516_Page_036_Line25.gt.tif,greek1516_Page_036_Line25.gt.txt,Mat,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,26,greek1516_Page_036_Line26.gt.tif,greek1516_Page_036_Line26.gt.txt,Mat,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,27,greek1516_Page_036_Line27.gt.tif,greek1516_Page_036_Line27.gt.txt,Mat,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,28,greek1516_Page_036_Line28.gt.tif,greek1516_Page_036_Line28.gt.txt,Mat,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,29,greek1516_Page_036_Line29.gt.tif,greek1516_Page_036_Line29.gt.txt,Mat,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,30,greek1516_Page_036_Line30.gt.tif,greek1516_Page_036_Line30.gt.txt,Mat,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,31,greek1516_Page_036_Line31.gt.tif,greek1516_Page_036_Line31.gt.txt,Mat,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,32,greek1516_Page_036_Line32.gt.tif,greek1516_Page_036_Line32.gt.txt,Mat,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,33,greek1516_Page_036_Line33.gt.tif,greek1516_Page_036_Line33.gt.txt,Mat,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,34,greek1516_Page_036_Line34.gt.tif,greek1516_Page_036_Line34.gt.txt,Mat,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,35,greek1516_Page_036_Line35.gt.tif,greek1516_Page_036_Line35.gt.txt,Mat,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,greek1516_Page_036_Line36.gt.tif,greek1516_Page_036_Line36.gt.txt,Mat,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,greek1516_Page_036_Line37.gt.tif,greek1516_Page_036_Line37.gt.txt,Mat,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,38,greek1516_Page_036_Line38.gt.tif,greek1516_Page_036_Line38.gt.txt,Mat,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,39,greek1516_Page_036_Line39.gt.tif,greek1516_Page_036_Line39.gt.txt,Mat,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,40,greek1516_Page_036_Line40.gt.tif,greek1516_Page_036_Line40.gt.txt,Mat,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,greek1516_Page_037_Line1.gt.tif,greek1516_Page_037_Line1.gt.txt,Mat,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,greek1516_Page_037_Line2.gt.tif,greek1516_Page_037_Line2.gt.txt,Mat,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,greek1516_Page_037_Line3.gt.tif,greek1516_Page_037_Line3.gt.txt,Mat,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4,greek1516_Page_037_Line4.gt.tif,greek1516_Page_037_Line4.gt.txt,Mat,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5,greek1516_Page_037_Line5.gt.tif,greek1516_Page_037_Line5.gt.txt,Mat,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,6,greek1516_Page_037_Line6.gt.tif,greek1516_Page_037_Line6.gt.txt,Mat,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,7,greek1516_Page_037_Line7.gt.tif,greek1516_Page_037_Line7.gt.txt,Mat,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8,greek1516_Page_037_Line8.gt.tif,greek1516_Page_037_Line8.gt.txt,Mat,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9,greek1516_Page_037_Line9.gt.tif,greek1516_Page_037_Line9.gt.txt,Mat,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,10,greek1516_Page_037_Line10.gt.tif,greek1516_Page_037_Line10.gt.txt,Mat,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11,greek1516_Page_037_Line11.gt.tif,greek1516_Page_037_Line11.gt.txt,Mat,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12,greek1516_Page_037_Line12.gt.tif,greek1516_Page_037_Line12.gt.txt,Mat,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,13,greek1516_Page_037_Line13.gt.tif,greek1516_Page_037_Line13.gt.txt,Mat,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,14,greek1516_Page_037_Line14.gt.tif,greek1516_Page_037_Line14.gt.txt,Mat,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,15,greek1516_Page_037_Line15.gt.tif,greek1516_Page_037_Line15.gt.txt,Mat,15,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,16,greek1516_Page_037_Line16.gt.tif,greek1516_Page_037_Line16.gt.txt,Mat,15,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,17,greek1516_Page_037_Line17.gt.tif,greek1516_Page_037_Line17.gt.txt,Mat,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,18,greek1516_Page_037_Line18.gt.tif,greek1516_Page_037_Line18.gt.txt,Mat,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,19,greek1516_Page_037_Line19.gt.tif,greek1516_Page_037_Line19.gt.txt,Mat,15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,20,greek1516_Page_037_Line20.gt.tif,greek1516_Page_037_Line20.gt.txt,Mat,15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,21,greek1516_Page_037_Line21.gt.tif,greek1516_Page_037_Line21.gt.txt,Mat,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,22,greek1516_Page_037_Line22.gt.tif,greek1516_Page_037_Line22.gt.txt,Mat,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,23,greek1516_Page_037_Line23.gt.tif,greek1516_Page_037_Line23.gt.txt,Mat,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,24,greek1516_Page_037_Line24.gt.tif,greek1516_Page_037_Line24.gt.txt,Mat,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,25,greek1516_Page_037_Line25.gt.tif,greek1516_Page_037_Line25.gt.txt,Mat,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,26,greek1516_Page_037_Line26.gt.tif,greek1516_Page_037_Line26.gt.txt,Mat,15,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,27,greek1516_Page_037_Line27.gt.tif,greek1516_Page_037_Line27.gt.txt,Mat,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,28,greek1516_Page_037_Line28.gt.tif,greek1516_Page_037_Line28.gt.txt,Mat,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,29,greek1516_Page_037_Line29.gt.tif,greek1516_Page_037_Line29.gt.txt,Mat,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,30,greek1516_Page_037_Line30.gt.tif,greek1516_Page_037_Line30.gt.txt,Mat,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,31,greek1516_Page_037_Line31.gt.tif,greek1516_Page_037_Line31.gt.txt,Mat,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,32,greek1516_Page_037_Line32.gt.tif,greek1516_Page_037_Line32.gt.txt,Mat,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,33,greek1516_Page_037_Line33.gt.tif,greek1516_Page_037_Line33.gt.txt,Mat,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,34,greek1516_Page_037_Line34.gt.tif,greek1516_Page_037_Line34.gt.txt,Mat,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,35,greek1516_Page_037_Line35.gt.tif,greek1516_Page_037_Line35.gt.txt,Mat,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,36,greek1516_Page_037_Line36.gt.tif,greek1516_Page_037_Line36.gt.txt,Mat,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,greek1516_Page_037_Line37.gt.tif,greek1516_Page_037_Line37.gt.txt,Mat,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,greek1516_Page_037_Line38.gt.tif,greek1516_Page_037_Line38.gt.txt,Mat,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,39,greek1516_Page_037_Line39.gt.tif,greek1516_Page_037_Line39.gt.txt,Mat,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,greek1516_Page_038_Line1.gt.tif,greek1516_Page_038_Line1.gt.txt,Mat,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,greek1516_Page_038_Line2.gt.tif,greek1516_Page_038_Line2.gt.txt,Mat,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,greek1516_Page_038_Line3.gt.tif,greek1516_Page_038_Line3.gt.txt,Mat,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,greek1516_Page_038_Line4.gt.tif,greek1516_Page_038_Line4.gt.txt,Mat,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,greek1516_Page_038_Line5.gt.tif,greek1516_Page_038_Line5.gt.txt,Mat,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6,greek1516_Page_038_Line6.gt.tif,greek1516_Page_038_Line6.gt.txt,Mat,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7,greek1516_Page_038_Line7.gt.tif,greek1516_Page_038_Line7.gt.txt,Mat,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,greek1516_Page_038_Line8.gt.tif,greek1516_Page_038_Line8.gt.txt,Mat,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9,greek1516_Page_038_Line9.gt.tif,greek1516_Page_038_Line9.gt.txt,Mat,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,10,greek1516_Page_038_Line10.gt.tif,greek1516_Page_038_Line10.gt.txt,Mat,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,11,greek1516_Page_038_Line11.gt.tif,greek1516_Page_038_Line11.gt.txt,Mat,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12,greek1516_Page_038_Line12.gt.tif,greek1516_Page_038_Line12.gt.txt,Mat,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,13,greek1516_Page_038_Line13.gt.tif,greek1516_Page_038_Line13.gt.txt,Mat,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,14,greek1516_Page_038_Line14.gt.tif,greek1516_Page_038_Line14.gt.txt,Mat,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,15,greek1516_Page_038_Line15.gt.tif,,Mat,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,16,greek1516_Page_038_Line16.gt.tif,greek1516_Page_038_Line16.gt.txt,Mat,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,17,greek1516_Page_038_Line17.gt.tif,greek1516_Page_038_Line17.gt.txt,Mat,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,18,greek1516_Page_038_Line18.gt.tif,greek1516_Page_038_Line18.gt.txt,Mat,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,19,greek1516_Page_038_Line19.gt.tif,greek1516_Page_038_Line19.gt.txt,Mat,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,20,greek1516_Page_038_Line20.gt.tif,greek1516_Page_038_Line20.gt.txt,Mat,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,21,greek1516_Page_038_Line21.gt.tif,greek1516_Page_038_Line21.gt.txt,Mat,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,22,greek1516_Page_038_Line22.gt.tif,greek1516_Page_038_Line22.gt.txt,Mat,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,23,greek1516_Page_038_Line23.gt.tif,greek1516_Page_038_Line23.gt.txt,Mat,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,24,greek1516_Page_038_Line24.gt.tif,greek1516_Page_038_Line24.gt.txt,Mat,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,25,greek1516_Page_038_Line25.gt.tif,greek1516_Page_038_Line25.gt.txt,Mat,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,26,greek1516_Page_038_Line26.gt.tif,greek1516_Page_038_Line26.gt.txt,Mat,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,27,greek1516_Page_038_Line27.gt.tif,greek1516_Page_038_Line27.gt.txt,Mat,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,28,greek1516_Page_038_Line28.gt.tif,greek1516_Page_038_Line28.gt.txt,Mat,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,29,greek1516_Page_038_Line29.gt.tif,greek1516_Page_038_Line29.gt.txt,Mat,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,30,greek1516_Page_038_Line30.gt.tif,greek1516_Page_038_Line30.gt.txt,Mat,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,31,greek1516_Page_038_Line31.gt.tif,greek1516_Page_038_Line31.gt.txt,Mat,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,32,greek1516_Page_038_Line32.gt.tif,greek1516_Page_038_Line32.gt.txt,Mat,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,33,greek1516_Page_038_Line33.gt.tif,greek1516_Page_038_Line33.gt.txt,Mat,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,34,greek1516_Page_038_Line34.gt.tif,greek1516_Page_038_Line34.gt.txt,Mat,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,35,greek1516_Page_038_Line35.gt.tif,greek1516_Page_038_Line35.gt.txt,Mat,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,36,greek1516_Page_038_Line36.gt.tif,greek1516_Page_038_Line36.gt.txt,Mat,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,37,greek1516_Page_038_Line37.gt.tif,greek1516_Page_038_Line37.gt.txt,Mat,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,greek1516_Page_038_Line38.gt.tif,greek1516_Page_038_Line38.gt.txt,Mat,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,greek1516_Page_038_Line39.gt.tif,greek1516_Page_038_Line39.gt.txt,Mat,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,40,greek1516_Page_038_Line40.gt.tif,greek1516_Page_038_Line40.gt.txt,Mat,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,greek1516_Page_039_Line1.gt.tif,greek1516_Page_039_Line1.gt.txt,Mat,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,greek1516_Page_039_Line2.gt.tif,greek1516_Page_039_Line2.gt.txt,Mat,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3,greek1516_Page_039_Line3.gt.tif,greek1516_Page_039_Line3.gt.txt,Mat,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
